GENE_SYMBOL,GENE ID (HGNC),DISEASE_LABEL,DISEASE ID (MONDO),MOI,SOP,CLASSIFICATION,ONLINE REPORT,CLASSIFICATION DATE,GCEP
KCNMA1,HGNC:6284,generalized epilepsy-paroxysmal dyskinesia syndrome,MONDO:0012276,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4bd10bb7-67d0-4c30-a944-9a46fd2f361a-2022-03-08T104405.484Z,2022-03-08T10:44:05.484Z,Epilepsy
KCNMA1,HGNC:6284,generalized epilepsy-paroxysmal dyskinesia syndrome,MONDO:0012276,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9aabc05e-8452-4b72-bd07-ae1a1fc40dfc-2022-03-08T114915.435Z,2022-03-08T11:49:15.435Z,Epilepsy
KCTD7,HGNC:21957,progressive myoclonus epilepsy,MONDO:0020074,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e6068b08-413e-4105-b8dc-97426d64c6c4-2022-09-07T160000.000Z,2022-09-07T16:00:00.000Z,Epilepsy
LGI1,HGNC:6572,Autosomal dominant epilepsy with auditory features,MONDO:0010898,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_662936d4-11a7-43f3-9daf-4ba1a7c92ffe-2020-07-07T183907.849Z,2020-07-07T18:39:07.849Z,Epilepsy
MAGI2,HGNC:18957,epilepsy,MONDO:0005027,XL,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7d622b88-9c77-47f8-93b1-808517da0cff-2018-06-19T160000.000Z,2018-06-19T16:00:00.000Z,Epilepsy
MFSD8,HGNC:28486,neuronal ceroid lipofuscinosis,MONDO:0016295,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0f42cb66-5f28-4674-8f5a-76e15880bbfc-2020-12-15T170000.000Z,2020-12-15T17:00:00.000Z,Epilepsy
NECAP1,HGNC:24539,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8fa4d835-8c26-4b30-9f26-7b6fb64d6a0b-2023-01-17T200000.000Z,2023-01-17T20:00:00.000Z,Epilepsy
NHLRC1,HGNC:21576,Lafora disease,MONDO:0009697,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c4dbe715-b897-482d-afeb-b05c0653a79a-2020-03-03T170000.000Z,2020-03-03T17:00:00.000Z,Epilepsy
NPRL3,HGNC:14124,focal epilepsy,MONDO:0005384,AD,SOP9,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_19a476ce-334f-4727-bbf2-ea4cfa37a223-2022-10-18T160000.000Z,2022-10-18T16:00:00.000Z,Epilepsy
PCDH19,HGNC:14270,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c00aad39-c6c4-4a46-af84-613592b166a3-2018-09-04T160000.000Z,2018-09-04T16:00:00.000Z,Epilepsy
PIGA,HGNC:8957,developmental and epileptic encephalopathy,MONDO:0100062,XL,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1fbb591b-eb34-4b73-a741-2f101886c896-2019-04-26T160000.000Z,2019-04-26T16:00:00.000Z,Epilepsy
PIGO,HGNC:23215,complex neurodevelopmental disorder,MONDO:0100038,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_830b11ca-6ec1-4aa9-bb44-379f03f738c7-2021-10-21T004641.341Z,2021-10-21T00:46:41.341Z,Epilepsy
PLCB1,HGNC:15917,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c7887c3b-332b-4586-93cf-4098796ab66f-2020-09-18T040000.000Z,2020-09-18T04:00:00.000Z,Epilepsy
PNKP,HGNC:9154,"microcephaly, seizures, and developmental delay",MONDO:0013254,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_901a984a-c678-4f35-81c2-9436785d3698-2020-04-17T165304.309Z,2020-04-17T16:53:04.309Z,Epilepsy
PNPO,HGNC:30260,pyridoxal phosphate-responsive seizures,MONDO:0012407,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f3ff7b38-dd26-458a-afbb-4870785c42ec-2020-12-15T170000.000Z,2020-12-15T17:00:00.000Z,Epilepsy
PRICKLE1,HGNC:17019,epilepsy,MONDO:0005027,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_71a3c632-fd63-4103-a069-5e9e413043e7-2020-09-01T160000.000Z,2020-09-01T16:00:00.000Z,Epilepsy
PRICKLE1,HGNC:17019,progressive myoclonus epilepsy,MONDO:0020074,AR,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d4e1195f-21ea-4721-b94b-99604e7c6554-2020-08-18T170000.000Z,2020-08-18T17:00:00.000Z,Epilepsy
PRICKLE2,HGNC:20340,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d1713884-4e19-4810-b73f-871645cfc0c3-2022-12-29T170000.000Z,2022-12-29T17:00:00.000Z,Epilepsy
PRRT2,HGNC:30500,infantile convulsions and choreoathetosis,MONDO:0011178,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_62af25b8-b9a4-421f-b897-4fc222569618-2020-01-21T213814.191Z,2020-01-21T21:38:14.191Z,Epilepsy
PURA,HGNC:9701,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6819633c-e488-4856-8dec-3981cd14db9b-2018-12-18T170000.000Z,2018-12-18T17:00:00.000Z,Epilepsy
ROGDI,HGNC:29478,amelocerebrohypohidrotic syndrome,MONDO:0009185,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dc4132b5-fd80-440b-b7ae-65f4d28f33f1-2022-06-21T160000.000Z,2022-06-21T16:00:00.000Z,Epilepsy
RORB,HGNC:10259,epilepsy,MONDO:0005027,AD,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_88c55f22-3f6f-467a-b38b-267f93d6cc9a-2022-09-21T190000.000Z,2022-09-21T19:00:00.000Z,Epilepsy
RYR3,HGNC:10485,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a277276e-7efa-45c9-ad01-74e9aa2dea63-2018-06-19T160000.000Z,2018-06-19T16:00:00.000Z,Epilepsy
SCARB2,HGNC:1665,progressive myoclonus epilepsy,MONDO:0020074,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_dc556613-cf24-44ee-8354-98ce91f78d7d-2020-08-23T190000.000Z,2020-08-23T19:00:00.000Z,Epilepsy
SCN1A,HGNC:10585,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_529f9cae-ac00-47d1-94d5-52c98bf6e2a2-2019-10-25T040000.000Z,2019-10-25T04:00:00.000Z,Epilepsy
SCN1A,HGNC:10585,generalized epilepsy with febrile seizures plus,MONDO:0018214,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5ac39f7a-0743-47b1-8efd-21e0ca836840-2019-09-06T194357.485Z,2019-09-06T19:43:57.485Z,Epilepsy
SCN1A,HGNC:10585,Dravet syndrome,MONDO:0100135,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_60334a15-c73e-42ce-b7d2-4796c2affde4-2019-08-20T160000.000Z,2019-08-20T16:00:00.000Z,Epilepsy
SCN1A,HGNC:10585,familial hemiplegic migraine,MONDO:0000700,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c8c1e158-983d-4547-a739-7781961e5bb8-2021-09-14T163408.306Z,2021-09-14T16:34:08.306Z,Epilepsy
SCN1B,HGNC:10586,generalized epilepsy with febrile seizures plus,MONDO:0018214,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_91fb4b50-478b-4e3a-ac8a-a5cb7634a492-2022-12-13T170000.000Z,2022-12-13T17:00:00.000Z,Epilepsy
SCN1B,HGNC:10586,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d4c35c20-6e59-46cf-9347-852b80af8dcc-2022-01-04T211051.949Z,2022-01-04T21:10:51.949Z,Epilepsy
SCN2A,HGNC:10588,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2a1b7361-5c9e-4803-844d-ad6606a0acdb-2019-05-07T160000.000Z,2019-05-07T16:00:00.000Z,Epilepsy
SCN3A,HGNC:10590,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b9750183-c66c-4dd8-855e-9509fc9c25c6-2022-05-09T233102.697Z,2022-05-09T23:31:02.697Z,Epilepsy
SCN8A,HGNC:10596,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f52993aa-ddee-483d-b15e-dbf21608d5a9-2018-07-18T125000.560Z,2018-07-18T12:50:00.560Z,Epilepsy
SCN9A,HGNC:10597,epilepsy,MONDO:0005027,AD,SOP8,Refuted,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_72a91ef6-e052-44a4-b14e-6a5ba93393ff-2021-03-09T163649.218Z,2021-03-09T16:36:49.218Z,Epilepsy
SERPINI1,HGNC:8943,progressive myoclonus epilepsy,MONDO:0020074,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1b31db78-6595-440d-a3f1-b3b5ca361611-2022-06-05T190000.000Z,2022-06-05T19:00:00.000Z,Epilepsy
SIK1,HGNC:11142,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cd76888e-9502-48f3-af06-56f1ae5ed975-2018-10-02T160000.000Z,2018-10-02T16:00:00.000Z,Epilepsy
SLC25A22,HGNC:19954,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e9a7ba06-6ddf-4a94-a0df-0b6c164f72b9-2020-05-19T160000.000Z,2020-05-19T16:00:00.000Z,Epilepsy
SLC35A2,HGNC:11022,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e8173aea-692d-4f50-aca4-228e3df16e80-2021-04-23T160000.000Z,2021-04-23T16:00:00.000Z,Epilepsy
SPTAN1,HGNC:11273,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6737ac52-8177-4be1-95fe-92ddecbf5636-2019-01-17T170000.000Z,2019-01-17T17:00:00.000Z,Epilepsy
SRPX2,HGNC:30668,epilepsy,MONDO:0005027,XL,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e9555886-a248-4bd4-b3dc-50ff503d6e7a-2018-07-19T160000.000Z,2018-07-19T16:00:00.000Z,Epilepsy
ST3GAL5,HGNC:10872,GM3 synthase deficiency,MONDO:0018274,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e5ea65e3-6a02-4435-9ef5-100564d3497c-2022-04-05T160000.000Z,2022-04-05T16:00:00.000Z,Epilepsy
STXBP1,HGNC:11444,developmental and epileptic encephalopathy,MONDO:0100062,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a8d21800-652f-431b-a5d8-4208d4e91d46-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Epilepsy
SYNGAP1,HGNC:11497,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b19f2a30-5538-4339-9018-150fd1bcd9c8-2019-04-02T160000.000Z,2019-04-02T16:00:00.000Z,Epilepsy
SYNJ1,HGNC:11503,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a283140a-5d8d-47bb-9dff-32d091a16c7c-2022-02-10T044803.180Z,2022-02-10T04:48:03.180Z,Epilepsy
SZT2,HGNC:29040,developmental and epileptic encephalopathy,MONDO:0100062,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b5c3ef40-481f-4e10-a99c-9d208ae9574b-2021-02-02T170000.000Z,2021-02-02T17:00:00.000Z,Epilepsy
TPP1,HGNC:2073,neuronal ceroid lipofuscinosis,MONDO:0016295,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9b2f3b20-fb9a-4b5e-ad8e-e03be5ebb8e5-2020-09-26T005342.102Z,2020-09-26T00:53:42.102Z,Epilepsy
WDR45,HGNC:28912,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_85a54036-4d36-414d-8d26-944b9763a039-2019-06-28T160000.000Z,2019-06-28T16:00:00.000Z,Epilepsy
CPAMD8,HGNC:23228,anterior segment dysgenesis 8,MONDO:0015017,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bc4d2b2a-08d6-4869-a56e-55721fd4c9dc-2022-11-18T170000.000Z,2022-11-18T17:00:00.000Z,Glaucoma and Neuro-Ophthalmology
FOXC1,HGNC:3800,anterior segment dysgenesis 3,MONDO:0024456,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b2271229-84ea-4aff-81b4-3428c173ed7b-2021-12-15T031246.818Z,2021-12-15T03:12:46.818Z,Glaucoma and Neuro-Ophthalmology
FOXD3,HGNC:3804,aniridia,MONDO:0019172,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d4b3b44d-26d8-4519-9d0d-2259022e79c6-2022-12-15T170000.000Z,2022-12-15T17:00:00.000Z,Glaucoma and Neuro-Ophthalmology
NTF4,HGNC:8024,"glaucoma 1, open angle, O",MONDO:0013134,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_144eb479-2c08-47cd-a6d2-8e1abef5cf54-2022-12-15T170000.000Z,2022-12-15T17:00:00.000Z,Glaucoma and Neuro-Ophthalmology
OPA1,HGNC:8140,OPA1-related optic atrophy with or without extraocular features,MONDO:0800181,SD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fc3f3ec8-0394-4732-bb4b-d75aaa5bdbcb-2022-11-17T170000.000Z,2022-11-17T17:00:00.000Z,Glaucoma and Neuro-Ophthalmology
OPTN,HGNC:17142,"glaucoma, normal tension, susceptibility to",MONDO:0011693,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_22efb828-c989-4584-97f9-e1d795b7468f-2022-11-17T170000.000Z,2022-11-17T17:00:00.000Z,Glaucoma and Neuro-Ophthalmology
PAX6,HGNC:8620,PAX6-related ocular dysgenesis,MONDO:0800183,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9e83f7da-f70f-4f06-a9f9-52bd20219088-2022-06-02T160000.000Z,2022-06-02T16:00:00.000Z,Glaucoma and Neuro-Ophthalmology
SSBP1,HGNC:11317,optic atrophy 13 with retinal and foveal abnormalities,MONDO:0008135,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51701b05-3956-4d7b-adc7-7ba4192e8283-2021-05-20T160000.000Z,2021-05-20T16:00:00.000Z,Glaucoma and Neuro-Ophthalmology
TEK,HGNC:11724,TEK-related primary glaucoma,MONDO:0800182,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_20f13e3f-f927-46c1-b5ed-919f696a7687-2022-08-18T160000.000Z,2022-08-18T16:00:00.000Z,Glaucoma and Neuro-Ophthalmology
WDR36,HGNC:30696,"glaucoma 1, open angle, G",MONDO:0012357,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_173858d9-f695-470f-b8b0-22940c60c074-2022-08-18T160000.000Z,2022-08-18T16:00:00.000Z,Glaucoma and Neuro-Ophthalmology
ACSL4,HGNC:3571,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9507,2017-10-20T00:00:00,Intellectual Disability and Autism
ADNP,HGNC:15766,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,MONDO:0014379,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_837200e1-ed55-415b-bd9e-6649e4abab1d-2020-01-15T170000.000Z,2020-01-15T17:00:00.000Z,Intellectual Disability and Autism
ADSL,HGNC:291,adenylosuccinate lyase deficiency,MONDO:0007068,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d282f565-84e4-4a47-9acc-77ee31bbe9f6-2020-09-07T160000.000Z,2020-09-07T16:00:00.000Z,Intellectual Disability and Autism
AFF2,HGNC:3776,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ab4216e3-61b7-4542-ad3a-8788a7ef8b63-2017-10-20T040000.000Z,2017-10-20T04:00:00.000Z,Intellectual Disability and Autism
AGTR2,HGNC:338,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d7cfa2a0-e6a7-49b8-a773-b32a1dfbcd57-2020-06-02T160000.000Z,2020-06-02T16:00:00.000Z,Intellectual Disability and Autism
AHDC1,HGNC:25230,AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome,MONDO:0014358,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_59a6c010-95ac-4813-9cf4-5ff60fa5c7e9-2021-11-16T170000.000Z,2021-11-16T17:00:00.000Z,Intellectual Disability and Autism
ALDH5A1,HGNC:408,succinic semialdehyde dehydrogenase deficiency,MONDO:0010083,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c3e57466-df2f-4045-b374-010dbd334bfc-2021-04-27T160000.000Z,2021-04-27T16:00:00.000Z,Intellectual Disability and Autism
ALG6,HGNC:23157,ALG6-congenital disorder of glycosylation 1C,MONDO:0011291,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8a243ba1-c323-4fde-a7d2-74892c6ab367-2022-11-11T190000.000Z,2022-11-11T19:00:00.000Z,Intellectual Disability and Autism
ANK2,HGNC:493,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_097e646b-467f-4c08-95d6-958ed324562b-2020-12-15T175241.108Z,2020-12-15T17:52:41.108Z,Intellectual Disability and Autism
ANK3,HGNC:494,intellectual disability,MONDO:0001071,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_668a89e3-477d-434c-8ab4-0bc9ec3504de-2020-10-07T160000.000Z,2020-10-07T16:00:00.000Z,Intellectual Disability and Autism
ANKRD11,HGNC:21316,KBG syndrome,MONDO:0007846,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cf3e887e-8da4-45ea-bec8-9565f8246bc9-2019-11-26T170000.000Z,2019-11-26T17:00:00.000Z,Intellectual Disability and Autism
AP1S2,HGNC:560,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9caaaacd-e262-421c-826b-8433848721ff-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
AP4B1,HGNC:572,AP-4 deficiency syndrome,MONDO:0100176,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4436344a-e0da-4c42-b06a-cdf8a2581ce5-2021-07-26T160000.000Z,2021-07-26T16:00:00.000Z,Intellectual Disability and Autism
AP4E1,HGNC:573,AP-4 deficiency syndrome,MONDO:0100176,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_be93d2e7-f302-41a7-9675-032510e46ad2-2021-02-18T155050.880Z,2021-02-18T15:50:50.880Z,Intellectual Disability and Autism
AP4M1,HGNC:574,AP-4 deficiency syndrome,MONDO:0100176,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f49be3e4-4e1f-478b-b4e0-f41623e5b548-2021-04-07T160000.000Z,2021-04-07T16:00:00.000Z,Intellectual Disability and Autism
ARHGEF6,HGNC:685,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d248ef99-6ff8-43d8-a24e-dfce6b2db1c8-2020-10-20T160000.000Z,2020-10-20T16:00:00.000Z,Intellectual Disability and Autism
ARHGEF9,HGNC:14561,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9305fb2c-6cdf-492d-9dd0-8b03dd4fab1c-2019-11-21T170000.000Z,2019-11-21T17:00:00.000Z,Intellectual Disability and Autism
ARID1A,HGNC:11110,Coffin-Siris syndrome,MONDO:0015452,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aaf6d47a-656a-49ca-ba9e-169f25bf03e7-2021-07-07T160000.000Z,2021-07-07T16:00:00.000Z,Intellectual Disability and Autism
ARID1B,HGNC:18040,Coffin-Siris syndrome,MONDO:0015452,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d487e6c4-9727-4315-90a2-11338128a8e5-2019-12-04T200734.569Z,2019-12-04T20:07:34.569Z,Intellectual Disability and Autism
ARX,HGNC:18060,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ccf3ab49-ee8f-4980-aa04-ca13c21c124a-2020-12-01T170000.000Z,2020-12-01T17:00:00.000Z,Intellectual Disability and Autism
ASXL1,HGNC:18318,Bohring-Opitz syndrome,MONDO:0011510,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_31e0ce4d-aeb7-4983-9ec2-85178d7f40f0-2021-07-30T160000.000Z,2021-07-30T16:00:00.000Z,Intellectual Disability and Autism
ASXL2,HGNC:23805,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cedd313e-b43b-4212-840b-7d4172258b16-2021-09-28T115443.696Z,2021-09-28T11:54:43.696Z,Intellectual Disability and Autism
ASXL3,HGNC:29357,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_947933aa-f0f8-4909-abd8-2984dd11dcb8-2021-10-06T040000.000Z,2021-10-06T04:00:00.000Z,Intellectual Disability and Autism
ATP13A2,HGNC:30213,Kufor-Rakeb syndrome,MONDO:0011706,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0ba5cb4f-3f7f-44dc-b2a5-0a2d62e510d4-2022-04-14T160000.000Z,2022-04-14T16:00:00.000Z,Intellectual Disability and Autism
ATP6AP2,HGNC:18305,ATP6AP2-related disorder,MONDO:0100146,XL,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ac33652a-dd98-46f4-ba4e-d3d5a482a22e-2020-09-14T160000.000Z,2020-09-14T16:00:00.000Z,Intellectual Disability and Autism
ATP7A,HGNC:869,Menkes disease,MONDO:0010651,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9bc50734-316b-47db-ba10-61f3fde46cca-2018-02-07T170000.000Z,2018-02-07T17:00:00.000Z,Intellectual Disability and Autism
ATRX,HGNC:886,ATR-X-related syndrome,MONDO:0016980,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5296ecdf-b709-47bd-9032-daec8b91e300-2021-09-29T160000.000Z,2021-09-29T16:00:00.000Z,Intellectual Disability and Autism
AUTS2,HGNC:14262,syndromic intellectual disability,MONDO:0000508,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_582999f6-b3b4-46de-90a0-8f44e22df469-2020-09-01T160000.000Z,2020-09-01T16:00:00.000Z,Intellectual Disability and Autism
AVPR1A,HGNC:895,autism spectrum disorder,MONDO:0005258,Undetermined,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ea232de-063f-489a-b00a-8c5d11dbe43a-2022-03-01T050000.000Z,2022-03-01T05:00:00.000Z,Intellectual Disability and Autism
BAZ2B,HGNC:963,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_be8c5c40-5fe7-4247-b1d2-b11ca339b365-2022-10-19T040000.000Z,2022-10-19T04:00:00.000Z,Intellectual Disability and Autism
BCL11A,HGNC:13221,Dias-Logan syndrome,MONDO:0014914,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9630f9a3-3f90-49c6-ae8b-6313c950b1b2-2020-09-13T171807.228Z,2020-09-13T17:18:07.228Z,Intellectual Disability and Autism
BPTF,HGNC:3581,syndromic intellectual disability,MONDO:0000508,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_08521bf8-a5a2-4a44-941b-12d9eae7aa4f-2022-07-06T160000.000Z,2022-07-06T16:00:00.000Z,Intellectual Disability and Autism
BRD4,HGNC:13575,syndromic intellectual disability,MONDO:0000508,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8b28cda3-bce6-4a8f-b359-0ab398a1111d-2022-04-20T160000.000Z,2022-04-20T16:00:00.000Z,Intellectual Disability and Autism
BRSK2,HGNC:11405,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_327881a5-52fd-42bd-a500-c94514a7aed3-2021-02-03T170000.000Z,2021-02-03T17:00:00.000Z,Intellectual Disability and Autism
BRWD3,HGNC:17342,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b8a924e2-e76b-4363-bf38-d95fd53d6141-2018-07-18T160000.000Z,2018-07-18T16:00:00.000Z,Intellectual Disability and Autism
