GENE_SYMBOL,GENE_ID_HGNC,DISEASE_LABEL,DISEASE_ID_MONDO,MOI,SOP,CLASSIFICATION,ONLINE_REPORT,CLASSIFICATION_DATE,GCEP
SMARCE1,HGNC:11109,familial meningioma,MONDO:0011789,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_01e68b67-987e-48ec-a167-cb659cc245e9-2020-07-30T211630.144Z,2020-07-30T21:16:30.144Z,Hereditary Cancer
SUFU,HGNC:16466,medulloblastoma,MONDO:0007959,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1408d8b1-015c-48b3-a28e-d99b5545fce8-2018-10-11T184215.077Z,2018-10-11T18:42:15.077Z,Hereditary Cancer
TERT,HGNC:11730,"dyskeratosis congenita, autosomal dominant 2",MONDO:0013521,SD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afb6ea76-e8ac-4a38-b42c-23fc18a9623b-2020-07-30T205843.081Z,2020-07-30T20:58:43.081Z,Hereditary Cancer
TGFBR1,HGNC:11772,multiple self-healing squamous epithelioma,MONDO:0007566,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_570947a0-3e45-419c-bc22-0fdc60ca6009-2019-12-20T212550.834Z,2019-12-20T21:25:50.834Z,Hereditary Cancer
TMEM127,HGNC:26038,hereditary pheochromocytoma-paraganglioma,MONDO:0017366,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9b965b4e-c909-41da-995b-cdc2af9b3183-2021-06-16T143347.758Z,2021-06-16T14:33:47.758Z,Hereditary Cancer
TP53,HGNC:11998,Li-Fraumeni syndrome 1,MONDO:0007903,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_78494aba-bb52-4b33-bf1d-ebbb5374df4b-2020-05-14T005523.974Z,2020-05-14T00:55:23.974Z,Hereditary Cancer
VHL,HGNC:12687,von Hippel-Lindau disease,MONDO:0008667,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_30c04ced-b74d-465a-8d7d-eb822109b7f1-2020-05-14T004116.004Z,2020-05-14T00:41:16.004Z,Hereditary Cancer
WAS,HGNC:12731,Wiskott-Aldrich syndrome,MONDO:0010518,XL,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a936b3ba-f1d0-4f14-bd56-14f64ad4de3a-2018-10-12T205425.459Z,2018-10-12T20:54:25.459Z,Hereditary Cancer
WRN,HGNC:12791,Werner syndrome,MONDO:0010196,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d9c04f29-bc94-40c5-95d7-d25d21cd387f-2018-10-09T170000.000Z,2018-10-09T17:00:00.000Z,Hereditary Cancer
WT1,HGNC:12796,Wilms tumor 1,MONDO:0008679,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_65010002-ff97-4dc0-a89f-6c77abf0982a-2020-07-30T205501.047Z,2020-07-30T20:55:01.047Z,Hereditary Cancer
WT1,HGNC:12796,Denys-Drash syndrome,MONDO:0008682,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cccc7a42-a49c-4a8d-8b9e-f16b81e9ee07-2021-07-27T210557.993Z,2021-07-27T21:05:57.993Z,Hereditary Cancer
XPA,HGNC:12814,xeroderma pigmentosum group A,MONDO:0010210,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5cd298eb-1e1a-4283-851e-2dd24059ba22-2018-11-02T213651.734Z,2018-11-02T21:36:51.734Z,Hereditary Cancer
XPC,HGNC:12816,xeroderma pigmentosum group C,MONDO:0010211,AR,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8352d38c-7fb3-4a82-8f8b-7cd08fded1f4-2018-11-02T214221.860Z,2018-11-02T21:42:21.860Z,Hereditary Cancer
ALPK3,HGNC:17574,hypertrophic cardiomyopathy,MONDO:0005045,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6312d79f-df12-4ec6-8ce6-0f38f19e617d-2022-02-09T170000.000Z,2022-02-09T17:00:00.000Z,Hereditary Cardiovascular Disease
CACNB2,HGNC:1402,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e7a08ba4-6024-449c-b824-c762a85277a1-2022-04-13T160000.000Z,2022-04-13T16:00:00.000Z,Hereditary Cardiovascular Disease
CASQ2,HGNC:1513,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_07177c89-7845-4df5-ba3e-bdd415b5c8b3-2022-05-10T160000.000Z,2022-05-10T16:00:00.000Z,Hereditary Cardiovascular Disease
DSP,HGNC:3052,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_83a9ea83-5dec-4496-a5d8-9b5fdf9373d7-2022-06-22T160000.000Z,2022-06-22T16:00:00.000Z,Hereditary Cardiovascular Disease
KCNQ1,HGNC:6294,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP8,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5b44eee3-56ea-4596-8d3e-e4d5c0ad8d60-2022-05-09T160000.000Z,2022-05-09T16:00:00.000Z,Hereditary Cardiovascular Disease
KLF10,HGNC:11810,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_524bb91c-07d4-4f65-bdc0-fc568a5930c8-2022-09-14T160000.000Z,2022-09-14T16:00:00.000Z,Hereditary Cardiovascular Disease
MYBPC3,HGNC:7551,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7e65896e-33f5-439d-8749-aba08a539dd0-2021-10-07T160000.000Z,2021-10-07T16:00:00.000Z,Hereditary Cardiovascular Disease
MYOZ2,HGNC:1330,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d74395ba-66ee-43c6-8d3c-c353bd8e5e82-2022-10-27T160000.000Z,2022-10-27T16:00:00.000Z,Hereditary Cardiovascular Disease
OBSCN,HGNC:15719,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_94265ca9-cf6a-468e-b12c-6ea173d09e51-2022-06-22T160000.000Z,2022-06-22T16:00:00.000Z,Hereditary Cardiovascular Disease
TCAP,HGNC:11610,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP9,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c35abc20-c04c-49ec-af02-1bd270b0b50b-2022-09-14T160000.000Z,2022-09-14T16:00:00.000Z,Hereditary Cardiovascular Disease
ACTA2,HGNC:130,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8249,2016-09-27T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
BGN,HGNC:1044,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8260,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
COL9A1,HGNC:2217,Stickler syndrome,MONDO:0019354,AR,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9807,2018-03-26T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
EFEMP2,HGNC:3219,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AR,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8267,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
FBN1,HGNC:3603,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8251,2017-01-23T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
FBN2,HGNC:3604,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8268,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
FLNA,HGNC:3754,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,XL,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8274,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
FOXE3,HGNC:3808,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8261,2016-06-15T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
HCN4,HGNC:16882,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8262,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
LOX,HGNC:6664,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8258,2016-07-25T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
MAT2A,HGNC:6904,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8263,2016-07-03T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
MFAP5,HGNC:29673,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8264,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
MYH11,HGNC:7569,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8252,2016-07-03T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
MYLK,HGNC:7590,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8257,2016-12-18T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
NOTCH1,HGNC:7881,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8269,2016-04-06T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
PRKG1,HGNC:9414,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8259,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
SLC2A10,HGNC:13444,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8270,2016-04-17T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
SMAD2,HGNC:6768,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8265,2017-04-10T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
SMAD3,HGNC:6769,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8253,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
TGFB2,HGNC:11768,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8254,2016-05-06T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
TGFB3,HGNC:11769,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8266,2016-12-22T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
TGFBR1,HGNC:11772,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8255,2016-10-12T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
TGFBR2,HGNC:11773,familial thoracic aortic aneurysm and aortic dissection,MONDO:0019625,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8256,2016-02-15T00:00:00,Heritable Thoracic Aortic Aneurysm and Dissection
ACTA1,HGNC:129,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP7,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f2459efe-385d-4056-b7e3-3a4a0c0d5edd-2020-05-01T124447.908Z,2020-05-01T12:44:47.908Z,Hypertrophic Cardiomyopathy
ACTC1,HGNC:143,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2f62793b-0015-46eb-bb51-bddbae25ba0d-2021-06-23T201616.296Z,2021-06-23T20:16:16.296Z,Hypertrophic Cardiomyopathy
ACTN2,HGNC:164,intrinsic cardiomyopathy,MONDO:0000591,AD,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6710e329-d391-4355-85a5-02d03f8791a3-2018-08-06T131255.615Z,2018-08-06T13:12:55.615Z,Hypertrophic Cardiomyopathy
ANKRD1,HGNC:15819,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10043,2017-09-18T00:00:00,Hypertrophic Cardiomyopathy
ANKRD1,HGNC:15819,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8f241e6c-2fc8-4f23-b976-3b79d90fad3e-2020-05-01T125214.646Z,2020-05-01T12:52:14.646Z,Hypertrophic Cardiomyopathy
CALR3,HGNC:20407,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fd8036e5-bf01-4b89-b4fc-94080d835d99-2018-08-06T131427.771Z,2018-08-06T13:14:27.771Z,Hypertrophic Cardiomyopathy
CSRP3,HGNC:2472,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_130d778f-f756-4f3d-b6b2-909e40836c5a-2017-12-19T170000.000Z,2017-12-19T17:00:00.000Z,Hypertrophic Cardiomyopathy
FLNC,HGNC:3756,myofibrillar myopathy 5,MONDO:0012289,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10057,2017-12-12T16:00:00,Hypertrophic Cardiomyopathy
FXN,HGNC:3951,Friedreich ataxia,MONDO:0100339,AR,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ec3f674b-1e71-4254-a0f9-f8909becff59-2017-12-22T170000.000Z,2017-12-22T17:00:00.000Z,Hypertrophic Cardiomyopathy
JPH2,HGNC:14202,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_378a727d-0c5b-4563-9c96-ac18a2902742-2017-07-18T160000.000Z,2017-07-18T16:00:00.000Z,Hypertrophic Cardiomyopathy
LAMP2,HGNC:6501,Danon disease,MONDO:0010281,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1f0d4050-f510-438d-a477-0a12669945d8-2017-10-11T040000.000Z,2017-10-11T04:00:00.000Z,Hypertrophic Cardiomyopathy
MYH6,HGNC:7576,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10074,2017-11-01T00:00:00,Hypertrophic Cardiomyopathy
MYH7,HGNC:7577,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_31325c90-05cb-4db0-9372-e4f705cd5c82-2021-03-16T004905.482Z,2021-03-16T00:49:05.482Z,Hypertrophic Cardiomyopathy
MYL2,HGNC:7583,hypertrophic cardiomyopathy 10,MONDO:0012112,AD,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8768,2017-02-07T16:00:00,Hypertrophic Cardiomyopathy
MYL2,HGNC:7583,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_7b25ff6c-3ede-46a3-a637-3eab7aa18569-2021-07-13T154913.625Z,2021-07-13T15:49:13.625Z,Hypertrophic Cardiomyopathy
MYL3,HGNC:7584,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d74b9d56-4f2a-4479-8913-1d96ddc28592-2021-06-07T145050.605Z,2021-06-07T14:50:50.605Z,Hypertrophic Cardiomyopathy
MYLK2,HGNC:16243,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6f0f41e3-7b5b-477c-b45d-598b5f8f3df0-2017-04-17T160000.000Z,2017-04-17T16:00:00.000Z,Hypertrophic Cardiomyopathy
MYOM1,HGNC:7613,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ff00fbf-6b20-49cd-8af8-0f6404240db5-2017-07-20T040000.000Z,2017-07-20T04:00:00.000Z,Hypertrophic Cardiomyopathy
MYPN,HGNC:23246,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d992d892-856b-4f25-bab1-997f6493018c-2020-05-01T133957.037Z,2020-05-01T13:39:57.037Z,Hypertrophic Cardiomyopathy
NEXN,HGNC:29557,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9456bdef-7708-45b2-a698-c897167d7f5b-2016-10-28T160000.000Z,2016-10-28T16:00:00.000Z,Hypertrophic Cardiomyopathy
PDLIM3,HGNC:20767,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_76cba060-8080-42b1-b9ea-2193fea658b0-2016-11-01T040000.000Z,2016-11-01T04:00:00.000Z,Hypertrophic Cardiomyopathy
PLN,HGNC:9080,intrinsic cardiomyopathy,MONDO:0000591,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f49f65fb-a2df-4e86-9a89-da2325b207c8-2021-02-12T170000.000Z,2021-02-12T17:00:00.000Z,Hypertrophic Cardiomyopathy
PRKAG2,HGNC:9386,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10051,2017-01-30T00:00:00,Hypertrophic Cardiomyopathy
RYR2,HGNC:10484,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ac9dd09-674f-4d67-94da-234ffb4e5070-2019-07-19T160000.000Z,2019-07-19T16:00:00.000Z,Hypertrophic Cardiomyopathy
SLC25A4,HGNC:10990,"mitochondrial DNA depletion syndrome 12B (cardiomyopathic type), autosomal recessive",MONDO:0014175,AR,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10062,2017-08-30T00:00:00,Hypertrophic Cardiomyopathy
TMPO,HGNC:11875,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1e1bb21-c617-4aac-b9d8-1c2054d76c55-2017-04-04T040000.000Z,2017-04-04T04:00:00.000Z,Hypertrophic Cardiomyopathy
TNNC1,HGNC:11943,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5d832673-8acb-4a02-ae34-35e0d9981b70-2016-11-01T160000.000Z,2016-11-01T16:00:00.000Z,Hypertrophic Cardiomyopathy
TNNC2,HGNC:11944,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,No Known Disease Relationship,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8760,2017-04-04T00:00:00,Hypertrophic Cardiomyopathy
TNNI3,HGNC:11947,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4a7e6901-d478-44c4-bd03-2c344029d4bb-2017-09-05T160000.000Z,2017-09-05T16:00:00.000Z,Hypertrophic Cardiomyopathy
TNNT2,HGNC:11949,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ef922dc4-4e41-422b-ac3d-605fea375005-2021-02-04T170000.000Z,2021-02-04T17:00:00.000Z,Hypertrophic Cardiomyopathy
TPM1,HGNC:12010,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_8771,2016-12-20T16:00:00,Hypertrophic Cardiomyopathy
TRIM63,HGNC:16007,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d9f35d3c-2d30-4947-9d10-87d21405586e-2016-12-20T050000.000Z,2016-12-20T05:00:00.000Z,Hypertrophic Cardiomyopathy
TTN,HGNC:12403,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_10077,2017-12-14T00:00:00,Hypertrophic Cardiomyopathy
TTN,HGNC:12403,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c17e22eb-c6fc-487d-bcf6-001bb85fdabd-2016-12-12T170000.000Z,2016-12-12T17:00:00.000Z,Hypertrophic Cardiomyopathy
TTR,HGNC:12405,hereditary ATTR amyloidosis,MONDO:0017132,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8a189cf4-767c-405c-80dc-4aa1727f6f73-2017-12-11T050000.000Z,2017-12-11T05:00:00.000Z,Hypertrophic Cardiomyopathy
VCL,HGNC:12665,hypertrophic cardiomyopathy,MONDO:0005045,AD,SOP8,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_27365fd2-1203-4e2b-8830-3277e965d8bc-2021-06-17T142636.354Z,2021-06-17T14:26:36.354Z,Hypertrophic Cardiomyopathy
ACSL4,HGNC:3571,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP5,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGCIEX:assertion_9507,2017-10-20T00:00:00,Intellectual Disability and Autism
ADNP,HGNC:15766,ADNP-related multiple congenital anomalies - intellectual disability - autism spectrum disorder,MONDO:0014379,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_837200e1-ed55-415b-bd9e-6649e4abab1d-2020-01-15T170000.000Z,2020-01-15T17:00:00.000Z,Intellectual Disability and Autism
ADSL,HGNC:291,adenylosuccinate lyase deficiency,MONDO:0007068,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d282f565-84e4-4a47-9acc-77ee31bbe9f6-2020-09-07T160000.000Z,2020-09-07T16:00:00.000Z,Intellectual Disability and Autism
AFF2,HGNC:3776,non-syndromic X-linked intellectual disability,MONDO:0019181,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ab4216e3-61b7-4542-ad3a-8788a7ef8b63-2017-10-20T040000.000Z,2017-10-20T04:00:00.000Z,Intellectual Disability and Autism
AGTR2,HGNC:338,X-linked complex neurodevelopmental disorder,MONDO:0100148,XL,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d7cfa2a0-e6a7-49b8-a773-b32a1dfbcd57-2020-06-02T160000.000Z,2020-06-02T16:00:00.000Z,Intellectual Disability and Autism
AHDC1,HGNC:25230,AHDC1-related intellectual disability - obstructive sleep apnea - mild dysmorphism syndrome,MONDO:0014358,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_59a6c010-95ac-4813-9cf4-5ff60fa5c7e9-2021-11-16T170000.000Z,2021-11-16T17:00:00.000Z,Intellectual Disability and Autism
ALDH5A1,HGNC:408,succinic semialdehyde dehydrogenase deficiency,MONDO:0010083,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c3e57466-df2f-4045-b374-010dbd334bfc-2021-04-27T160000.000Z,2021-04-27T16:00:00.000Z,Intellectual Disability and Autism
ALG6,HGNC:23157,ALG6-congenital disorder of glycosylation 1C,MONDO:0011291,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8a243ba1-c323-4fde-a7d2-74892c6ab367-2022-11-11T190000.000Z,2022-11-11T19:00:00.000Z,Intellectual Disability and Autism
ANK2,HGNC:493,complex neurodevelopmental disorder,MONDO:0100038,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_097e646b-467f-4c08-95d6-958ed324562b-2020-12-15T175241.108Z,2020-12-15T17:52:41.108Z,Intellectual Disability and Autism
ANK3,HGNC:494,intellectual disability,MONDO:0001071,AR,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_668a89e3-477d-434c-8ab4-0bc9ec3504de-2020-10-07T160000.000Z,2020-10-07T16:00:00.000Z,Intellectual Disability and Autism
ANKRD11,HGNC:21316,KBG syndrome,MONDO:0007846,AD,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_cf3e887e-8da4-45ea-bec8-9565f8246bc9-2019-11-26T170000.000Z,2019-11-26T17:00:00.000Z,Intellectual Disability and Autism
AP1S2,HGNC:560,X-linked syndromic intellectual disability,MONDO:0020119,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9caaaacd-e262-421c-826b-8433848721ff-2017-10-20T160000.000Z,2017-10-20T16:00:00.000Z,Intellectual Disability and Autism
AP4B1,HGNC:572,AP-4 deficiency syndrome,MONDO:0100176,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4436344a-e0da-4c42-b06a-cdf8a2581ce5-2021-07-26T160000.000Z,2021-07-26T16:00:00.000Z,Intellectual Disability and Autism
